edge,lag,lag_s,coef,se,t,p_raw,n_obs_x,coef_placebo,se_placebo,t_placebo,p_placebo,n_obs_y,p_fdr,bh_significant,placebo_robust,final_kept
BINANCE->BITGET,1,5,0.005637044836979041,0.010149174754153377,0.5554190339142772,0.5786162359604572,15229,0.005637044836979041,0.010149174754153377,0.5554190339142772,0.5786162359604572,15229,0.787208236606592,False,True,False
BINANCE->BITGET,3,15,0.04498759559415818,0.011526617587045965,3.9029312158943217,9.544396294458579e-05,15227,0.04498759559415818,0.011526617587045965,3.9029312158943217,9.544396294458579e-05,15227,0.0034359826660050885,True,False,False
BINANCE->BITGET,6,30,0.013251008505644812,0.011498500632500765,1.1524118603942626,0.2491699670256875,15224,0.013251008505644812,0.011498500632500765,1.1524118603942626,0.2491699670256875,15224,0.606940573111263,False,True,False
BINANCE->BYBITSPOT,1,5,0.018743086888639002,0.009871632849218796,1.8986815225935252,0.05762410532381712,16210,0.018743086888639002,0.009871632849218796,1.8986815225935252,0.05762410532381712,16210,0.4148935583314832,False,True,False
BINANCE->BYBITSPOT,3,15,0.011549510848103777,0.010136783951266826,1.1393663812535335,0.25456721217867084,16208,0.011549510848103777,0.010136783951266826,1.1393663812535335,0.25456721217867084,16208,0.606940573111263,False,True,False
BINANCE->BYBITSPOT,6,30,-0.0053401431464363104,0.01193937776113219,-0.4472714787382617,0.6546850361802705,16205,-0.0053401431464363104,0.01193937776113219,-0.4472714787382617,0.6546850361802705,16205,0.787208236606592,False,True,False
BINANCE->COINBASE,1,5,0.020609879069037204,0.010273984470955662,2.0060259120792816,0.0448692222732312,17082,0.020609879069037204,0.010273984470955662,2.0060259120792816,0.0448692222732312,17082,0.4148935583314832,False,False,False
BINANCE->COINBASE,3,15,0.019657893784545903,0.009796961370804314,2.006529682063248,0.04481550022392189,17080,0.019657893784545903,0.009796961370804314,2.006529682063248,0.04481550022392189,17080,0.4148935583314832,False,False,False
BINANCE->COINBASE,6,30,-0.011779127468673826,0.01068196362022414,-1.1027118128704751,0.2701678767243443,17077,-0.011779127468673826,0.01068196362022414,-1.1027118128704751,0.2701678767243443,17077,0.606940573111263,False,True,False
BITGET->BINANCE,1,5,-0.004796624839222477,0.011178825748342497,-0.4290812780522749,0.6678701468138697,15229,-0.004796624839222477,0.011178825748342497,-0.4290812780522749,0.6678701468138697,15229,0.787208236606592,False,True,False
BITGET->BINANCE,3,15,-0.014587128001801227,0.011574054904591995,-1.260329946768595,0.2075696770119282,15227,-0.014587128001801227,0.011574054904591995,-1.260329946768595,0.2075696770119282,15227,0.606940573111263,False,True,False
BITGET->BINANCE,6,30,-0.0007014434156694181,0.010104842514790092,-0.06941656088580705,0.9446589588562664,15224,-0.0007014434156694181,0.010104842514790092,-0.06941656088580705,0.9446589588562664,15224,0.9446589588562664,False,True,False
BITGET->BYBITSPOT,1,5,0.00346483694114616,0.010831917560379361,0.31987290540501606,0.7490692125164289,14739,0.00346483694114616,0.010831917560379361,0.31987290540501606,0.7490692125164289,14739,0.8077717355969187,False,True,False
BITGET->BYBITSPOT,3,15,-0.009467964239385826,0.011612123536504438,-0.8153516632527954,0.41488422284675375,14737,-0.009467964239385826,0.011612123536504438,-0.8153516632527954,0.41488422284675375,14737,0.6789014555674152,False,True,False
BITGET->BYBITSPOT,6,30,0.013921754948187762,0.011797426501042908,1.18006710590289,0.23799258033409476,14734,0.013921754948187762,0.011797426501042908,1.18006710590289,0.23799258033409476,14734,0.606940573111263,False,True,False
BITGET->COINBASE,1,5,0.003988783334729522,0.012031373066641676,0.33153184699997945,0.7402473784940868,15141,0.003988783334729522,0.012031373066641676,0.33153184699997945,0.7402473784940868,15141,0.8077717355969187,False,True,False
BITGET->COINBASE,3,15,-0.0158504580788325,0.009217587333368457,-1.7195885979243704,0.08552769243004232,15139,-0.0158504580788325,0.009217587333368457,-1.7195885979243704,0.08552769243004232,15139,0.5131661545802539,False,True,False
BITGET->COINBASE,6,30,-0.016364379563738273,0.01023248744233439,-1.599257233977605,0.10978433247370223,15136,-0.016364379563738273,0.01023248744233439,-1.599257233977605,0.10978433247370223,15136,0.5519332061531292,False,True,False
BYBITSPOT->BINANCE,1,5,0.011715246540550584,0.01066352628196294,1.0986278113616692,0.2719467609574764,16210,0.011715246540550584,0.01066352628196294,1.0986278113616692,0.2719467609574764,16210,0.606940573111263,False,True,False
BYBITSPOT->BINANCE,3,15,0.0046538425231689665,0.010948339881460434,0.4250728944805261,0.6707891803585984,16208,0.0046538425231689665,0.010948339881460434,0.4250728944805261,0.6707891803585984,16208,0.787208236606592,False,True,False
BYBITSPOT->BINANCE,6,30,-0.010518639773379572,0.011256576356133927,-0.9344439588550173,0.35008885642662513,16205,-0.010518639773379572,0.011256576356133927,-0.9344439588550173,0.35008885642662513,16205,0.6588419441936244,False,True,False
BYBITSPOT->BITGET,1,5,0.003959195842783987,0.013123555311979557,0.3016862236386446,0.7628955280637566,14739,0.003959195842783987,0.013123555311979557,0.3016862236386446,0.7628955280637566,14739,0.8077717355969187,False,True,False
BYBITSPOT->BITGET,3,15,0.005724113049969769,0.01133131892386322,0.5051585864303103,0.6134550103167924,14737,0.005724113049969769,0.01133131892386322,0.5051585864303103,0.6134550103167924,14737,0.787208236606592,False,True,False
BYBITSPOT->BITGET,6,30,-0.0028165784241886245,0.012272065283009798,-0.22951136253227636,0.8184746764999884,14734,-0.0028165784241886245,0.012272065283009798,-0.22951136253227636,0.8184746764999884,14734,0.8418596672571309,False,True,False
BYBITSPOT->COINBASE,1,5,0.010632771796902581,0.009978002341025883,1.0656212970791286,0.28661082619142975,16124,0.010632771796902581,0.009978002341025883,1.0656212970791286,0.28661082619142975,16124,0.606940573111263,False,True,False
BYBITSPOT->COINBASE,3,15,-0.016067984317286645,0.010634204178513514,-1.5109719587434782,0.13081519678768694,16122,-0.016067984317286645,0.010634204178513514,-1.5109719587434782,0.13081519678768694,16122,0.5519332061531292,False,True,False
BYBITSPOT->COINBASE,6,30,-0.006259708404868231,0.010268517176561156,-0.60960198023105,0.5421340931393477,16119,-0.006259708404868231,0.010268517176561156,-0.60960198023105,0.5421340931393477,16119,0.787208236606592,False,True,False
COINBASE->BINANCE,1,5,0.010592055266415632,0.01217507982270762,0.8699783016338419,0.3843244674462809,17111,0.010592055266415632,0.01217507982270762,0.8699783016338419,0.3843244674462809,17111,0.6588419441936244,False,True,False
COINBASE->BINANCE,3,15,0.017810403977417174,0.013063165640526788,1.3634064259403318,0.17277239900921937,17109,0.017810403977417174,0.013063165640526788,1.3634064259403318,0.17277239900921937,17109,0.606940573111263,False,True,False
COINBASE->BINANCE,6,30,-0.009826372614294,0.013610585986021554,-0.7219654336988837,0.4703255994115936,17106,-0.009826372614294,0.013610585986021554,-0.7219654336988837,0.4703255994115936,17106,0.7361618077746682,False,True,False
COINBASE->BITGET,1,5,-0.00528392393262082,0.012315568137649951,-0.429044269299061,0.6678971135194409,15141,-0.00528392393262082,0.012315568137649951,-0.429044269299061,0.6678971135194409,15141,0.787208236606592,False,True,False
COINBASE->BITGET,3,15,0.01341575918139351,0.01355718398079939,0.9895682761548287,0.32240099991053217,15139,0.01341575918139351,0.01355718398079939,0.9895682761548287,0.32240099991053217,15139,0.6448019998210643,False,True,False
