edge,lag,lag_s,coef,se,t,p_raw,n_obs
BINANCE->BITGET,1,2,0.013729497436391496,0.009027064298018136,1.520926071104397,0.12830114337240528,13898
BINANCE->BITGET,3,6,-0.009079214437568359,0.008582719235348583,-1.0578482400047438,0.29014302715145823,13896
BINANCE->BITGET,6,12,0.013255332516333915,0.008438599478404595,1.5707976839351039,0.11625242617020404,13893
BINANCE->BYBITSPOT,1,2,0.009327659161095932,0.008787765814487283,1.061436929249821,0.2885072707134113,16135
BINANCE->BYBITSPOT,3,6,-0.009038987142217082,0.008281357208136048,-1.0914862038962283,0.2750753012953764,16133
BINANCE->BYBITSPOT,6,12,-0.0040170221192752,0.0077336401533417455,-0.5194219073587778,0.6034736854996914,16130
BINANCE->COINBASE,1,2,0.040717106543318865,0.009388291453970063,4.337009214397649,1.4526169340944861e-05,17096
BINANCE->COINBASE,3,6,0.008472612902109704,0.009751410653999485,0.868860229841178,0.3849357846919088,17094
BINANCE->COINBASE,6,12,0.0007798485819819256,0.009258556386195698,0.08423004078094319,0.9328745205963827,17091
BITGET->BINANCE,1,2,0.005175397722135121,0.009603637134301611,0.538899757431483,0.5899646575705404,13898
BITGET->BINANCE,3,6,-0.0040775680209021985,0.009395684881496596,-0.4339830541712145,0.6643074851899602,13896
BITGET->BINANCE,6,12,0.028864278813198075,0.010991074688455636,2.6261561886678266,0.008644989649627677,13893
BITGET->BYBITSPOT,1,2,-0.005928460483479765,0.008742766443163567,-0.6780989200638595,0.49772063463995364,13459
BITGET->BYBITSPOT,3,6,0.0139264979909809,0.009442066117764783,1.4749417995261522,0.1402515891353846,13457
BITGET->BYBITSPOT,6,12,-0.009455367415089849,0.008746638316100659,-1.0810287419435847,0.27970370817581536,13454
BITGET->COINBASE,1,2,0.006200279695845809,0.009045735839490917,0.6854367412297498,0.4930798519480768,13835
BITGET->COINBASE,3,6,-0.015620107984186001,0.009203170502614292,-1.6972529173233166,0.08967135275690308,13833
BITGET->COINBASE,6,12,0.00942450708246119,0.00825226796750955,1.1420505392659235,0.25345278763616896,13830
BYBITSPOT->BINANCE,1,2,0.0046218113015789345,0.009521069556931926,0.4854298431434072,0.6273780592533353,16135
BYBITSPOT->BINANCE,3,6,0.011273721011659913,0.00935733243744648,1.2048007364304347,0.2282979109774852,16133
BYBITSPOT->BINANCE,6,12,-0.002946672915477477,0.009103327458917973,-0.3236918510045249,0.7461755380559199,16130
BYBITSPOT->BITGET,1,2,-0.007149337696707002,0.009296573565486436,-0.7690293253042115,0.44188939855561493,13459
BYBITSPOT->BITGET,3,6,-0.007905978980794112,0.00967435941413311,-0.8172095580038508,0.41382315092141386,13457
BYBITSPOT->BITGET,6,12,0.011333200031232414,0.010055270528847722,1.1270905142450838,0.2597243175626194,13454
BYBITSPOT->COINBASE,1,2,0.006976622482728795,0.00870876426256268,0.8011036092364984,0.4230835176331418,16063
BYBITSPOT->COINBASE,3,6,0.007212719060424752,0.009235102518058567,0.7810112607110542,0.4348073844681206,16061
BYBITSPOT->COINBASE,6,12,-0.013381552631325011,0.008639827474030696,-1.5488217411223586,0.12144428683352593,16058
COINBASE->BINANCE,1,2,0.11520854880691228,0.014038826318323356,8.206423115053648,2.220446049250313e-16,17125
COINBASE->BINANCE,3,6,0.010998753263294995,0.01106548761365105,0.9939691450855064,0.32025193652933415,17123
COINBASE->BINANCE,6,12,-0.008993554902375871,0.011181515986080514,-0.8043233952866177,0.4212213995317149,17120
COINBASE->BITGET,1,2,0.009463884787232658,0.008989754845534291,1.0527411425389308,0.2924780353011962,13835
COINBASE->BITGET,3,6,0.008309291899964884,0.00924538146740072,0.8987505739231535,0.3688011779410263,13833
COINBASE->BITGET,6,12,0.006528625405862364,0.009866095370572571,0.6617233222106468,0.5081595814260309,13830
COINBASE->BYBITSPOT,1,2,-0.005457311419222535,0.009760653956972423,-0.5591132974573041,0.5760921958549237,16063
COINBASE->BYBITSPOT,3,6,0.003951026006724767,0.009039864002376996,0.43706697420291507,0.6620686543786345,16061
COINBASE->BYBITSPOT,6,12,-0.0005301375476626485,0.009818725828580973,-0.05399249932404573,0.9569418119428934,16058
