edge,lag,lag_s,coef,se,t,p_raw,n_obs_x,coef_placebo,se_placebo,t_placebo,p_placebo,n_obs_y,p_fdr,bh_significant,placebo_robust,final_kept
BITGET->BINANCE,3,6,-0.0040775680209021985,0.009395684881496596,-0.4339830541712145,0.6643074851899602,13896,-0.0040775680209021985,0.009395684881496596,-0.4339830541712145,0.6643074851899602,13896,0.7246990747526839,False,True,False
BITGET->BINANCE,6,12,0.028864278813198075,0.010991074688455636,2.6261561886678266,0.008644989649627677,13893,0.028864278813198075,0.010991074688455636,2.6261561886678266,0.008644989649627677,13893,0.10373987579553212,False,False,False
BITGET->BYBITSPOT,1,2,-0.005928460483479765,0.008742766443163567,-0.6780989200638595,0.49772063463995364,13459,-0.005928460483479765,0.008742766443163567,-0.6780989200638595,0.49772063463995364,13459,0.6775461085680412,False,True,False
BITGET->BYBITSPOT,3,6,0.0139264979909809,0.009442066117764783,1.4749417995261522,0.1402515891353846,13457,0.0139264979909809,0.009442066117764783,1.4749417995261522,0.1402515891353846,13457,0.6311321511092307,False,True,False
BITGET->BYBITSPOT,6,12,-0.009455367415089849,0.008746638316100659,-1.0810287419435847,0.27970370817581536,13454,-0.009455367415089849,0.008746638316100659,-1.0810287419435847,0.27970370817581536,13454,0.6580755794276915,False,True,False
BITGET->COINBASE,1,2,0.006200279695845809,0.009045735839490917,0.6854367412297498,0.4930798519480768,13835,0.006200279695845809,0.009045735839490917,0.6854367412297498,0.4930798519480768,13835,0.6775461085680412,False,True,False
BITGET->COINBASE,3,6,-0.015620107984186001,0.009203170502614292,-1.6972529173233166,0.08967135275690308,13833,-0.015620107984186001,0.009203170502614292,-1.6972529173233166,0.08967135275690308,13833,0.6311321511092307,False,True,False
BITGET->COINBASE,6,12,0.00942450708246119,0.00825226796750955,1.1420505392659235,0.25345278763616896,13830,0.00942450708246119,0.00825226796750955,1.1420505392659235,0.25345278763616896,13830,0.6580755794276915,False,True,False
BYBITSPOT->BINANCE,1,2,0.0046218113015789345,0.009521069556931926,0.4854298431434072,0.6273780592533353,16135,0.0046218113015789345,0.009521069556931926,0.4854298431434072,0.6273780592533353,16135,0.7246990747526839,False,True,False
BYBITSPOT->BINANCE,3,6,0.011273721011659913,0.00935733243744648,1.2048007364304347,0.2282979109774852,16133,0.011273721011659913,0.00935733243744648,1.2048007364304347,0.2282979109774852,16133,0.6580755794276915,False,True,False
BYBITSPOT->BINANCE,6,12,-0.002946672915477477,0.009103327458917973,-0.3236918510045249,0.7461755380559199,16130,-0.002946672915477477,0.009103327458917973,-0.3236918510045249,0.7461755380559199,16130,0.7900682167650916,False,True,False
BYBITSPOT->BITGET,1,2,-0.007149337696707002,0.009296573565486436,-0.7690293253042115,0.44188939855561493,13459,-0.007149337696707002,0.009296573565486436,-0.7690293253042115,0.44188939855561493,13459,0.6628340978334224,False,True,False
BYBITSPOT->BITGET,3,6,-0.007905978980794112,0.00967435941413311,-0.8172095580038508,0.41382315092141386,13457,-0.007905978980794112,0.00967435941413311,-0.8172095580038508,0.41382315092141386,13457,0.6628340978334224,False,True,False
BYBITSPOT->BITGET,6,12,0.011333200031232414,0.010055270528847722,1.1270905142450838,0.2597243175626194,13454,0.011333200031232414,0.010055270528847722,1.1270905142450838,0.2597243175626194,13454,0.6580755794276915,False,True,False
BYBITSPOT->COINBASE,1,2,0.006976622482728795,0.00870876426256268,0.8011036092364984,0.4230835176331418,16063,0.006976622482728795,0.00870876426256268,0.8011036092364984,0.4230835176331418,16063,0.6628340978334224,False,True,False
BYBITSPOT->COINBASE,3,6,0.007212719060424752,0.009235102518058567,0.7810112607110542,0.4348073844681206,16061,0.007212719060424752,0.009235102518058567,0.7810112607110542,0.4348073844681206,16061,0.6628340978334224,False,True,False
BYBITSPOT->COINBASE,6,12,-0.013381552631325011,0.008639827474030696,-1.5488217411223586,0.12144428683352593,16058,-0.013381552631325011,0.008639827474030696,-1.5488217411223586,0.12144428683352593,16058,0.6311321511092307,False,True,False
COINBASE->BINANCE,1,2,0.11520854880691228,0.014038826318323356,8.206423115053648,2.220446049250313e-16,17125,0.11520854880691228,0.014038826318323356,8.206423115053648,2.220446049250313e-16,17125,7.993605777301127e-15,True,False,False
COINBASE->BINANCE,3,6,0.010998753263294995,0.01106548761365105,0.9939691450855064,0.32025193652933415,17123,0.010998753263294995,0.01106548761365105,0.9939691450855064,0.32025193652933415,17123,0.6628340978334224,False,True,False
COINBASE->BINANCE,6,12,-0.008993554902375871,0.011181515986080514,-0.8043233952866177,0.4212213995317149,17120,-0.008993554902375871,0.011181515986080514,-0.8043233952866177,0.4212213995317149,17120,0.6628340978334224,False,True,False
COINBASE->BITGET,1,2,0.009463884787232658,0.008989754845534291,1.0527411425389308,0.2924780353011962,13835,0.009463884787232658,0.008989754845534291,1.0527411425389308,0.2924780353011962,13835,0.6580755794276915,False,True,False
COINBASE->BITGET,3,6,0.008309291899964884,0.00924538146740072,0.8987505739231535,0.3688011779410263,13833,0.008309291899964884,0.00924538146740072,0.8987505739231535,0.3688011779410263,13833,0.6628340978334224,False,True,False
COINBASE->BITGET,6,12,0.006528625405862364,0.009866095370572571,0.6617233222106468,0.5081595814260309,13830,0.006528625405862364,0.009866095370572571,0.6617233222106468,0.5081595814260309,13830,0.6775461085680412,False,True,False
COINBASE->BYBITSPOT,1,2,-0.005457311419222535,0.009760653956972423,-0.5591132974573041,0.5760921958549237,16063,-0.005457311419222535,0.009760653956972423,-0.5591132974573041,0.5760921958549237,16063,0.7241684225996297,False,True,False
COINBASE->BYBITSPOT,3,6,0.003951026006724767,0.009039864002376996,0.43706697420291507,0.6620686543786345,16061,0.003951026006724767,0.009039864002376996,0.43706697420291507,0.6620686543786345,16061,0.7246990747526839,False,True,False
COINBASE->BYBITSPOT,6,12,-0.0005301375476626485,0.009818725828580973,-0.05399249932404573,0.9569418119428934,16058,-0.0005301375476626485,0.009818725828580973,-0.05399249932404573,0.9569418119428934,16058,0.9569418119428934,False,True,False
