edge,lag,lag_s,coef,se,t,p_raw,n_obs
BINANCE->BITGET,1,5,-0.0010323271567769052,0.010078148569899272,-0.10243222250763297,0.9184158023483389,9363
BINANCE->BITGET,3,15,0.0002438017822474364,0.006022017406083236,0.04048506767867462,0.9677072751129732,9361
BINANCE->BITGET,6,30,-0.0025606108075587816,0.008445485543654981,-0.30319284715164135,0.761749640930274,9358
BINANCE->BYBITSPOT,1,5,-0.0027610006724251407,0.006781478419478598,-0.4071384588491286,0.6839152139427109,9776
BINANCE->BYBITSPOT,3,15,0.00818981022321155,0.007116893474687066,1.150756331022878,0.24986065225432919,9774
BINANCE->BYBITSPOT,6,30,-0.003924917961419462,0.0060242262567589255,-0.6515223356718834,0.5147246898115432,9771
BINANCE->COINBASE,1,5,0.03369029743808485,0.008854272224224819,3.8049764661526875,0.00014264757212800738,10187
BINANCE->COINBASE,3,15,-0.001580437752995593,0.006753464504030586,-0.23401881390690069,0.8149750772711706,10185
BINANCE->COINBASE,6,30,0.0022760518601608807,0.006854085875522223,0.33207227068590894,0.7398415246197301,10182
BITGET->BINANCE,1,5,0.036944602262362215,0.02539718541145135,1.4546730932516736,0.1457933139889802,9363
BITGET->BINANCE,3,15,-0.010283624612639533,0.01955938260337073,-0.5257642749351058,0.599064455971543,9361
BITGET->BINANCE,6,30,0.0004700167464940402,0.018195572702335055,0.02583137965389364,0.9793923837549394,9358
BITGET->BYBITSPOT,1,5,0.006638481884014714,0.010763039952637207,0.6167850266492901,0.5373864130360313,14209
BITGET->BYBITSPOT,3,15,-0.00028402222156755736,0.011434826227493566,-0.024838350484475448,0.9801842501154836,14207
BITGET->BYBITSPOT,6,30,0.008543948453376145,0.00971215907771064,0.8797166917276372,0.37902768957355715,14204
BITGET->COINBASE,1,5,-0.0068103667142569825,0.009228379673198386,-0.7379807675269429,0.4605380079985957,14589
BITGET->COINBASE,3,15,-0.0011770802196747572,0.009076578940972146,-0.1296832460037731,0.8968188266910588,14587
BITGET->COINBASE,6,30,-0.01442815004891686,0.008820898534998303,-1.6356780425113049,0.10192856982775567,14584
BYBITSPOT->BINANCE,1,5,0.0008053445630138434,0.013507592579560104,0.05962162082327706,0.952458216992009,9776
BYBITSPOT->BINANCE,3,15,0.012640659614049468,0.013594846220634,0.9298126222909174,0.35249107771142274,9774
BYBITSPOT->BINANCE,6,30,0.014157242781902715,0.010495684470442662,1.3488632229533501,0.17741216827610962,9771
BYBITSPOT->BITGET,1,5,0.024766179918497472,0.01083764268117905,2.2851998951309866,0.02231577533229956,14209
BYBITSPOT->BITGET,3,15,0.005833779839348114,0.010562695575949186,0.5523002909059866,0.5807513208129849,14207
BYBITSPOT->BITGET,6,30,0.004867565971873826,0.010945935510922272,0.4446916361800947,0.6565493909905413,14204
BYBITSPOT->COINBASE,1,5,-0.002730249987627003,0.009735959722688224,-0.28042946616393205,0.7791516243478065,16154
BYBITSPOT->COINBASE,3,15,-0.009725546457713194,0.010105496137036141,-0.9624016798214933,0.3358622793007129,16152
BYBITSPOT->COINBASE,6,30,-0.01389361386077013,0.010836687110230319,-1.282090524479011,0.19982929958236073,16149
COINBASE->BINANCE,1,5,0.018516743251669594,0.011961727699301969,1.547999061435761,0.12165359228394301,10187
COINBASE->BINANCE,3,15,-0.020112402173424245,0.013057847517482051,-1.5402540232222381,0.12352951812056112,10185
COINBASE->BINANCE,6,30,-0.006084102686072441,0.010340039301738971,-0.5884022786111873,0.556275362397296,10182
COINBASE->BITGET,1,5,0.006712496487480702,0.009465893744217867,0.7091244280637476,0.47825859833191564,14589
COINBASE->BITGET,3,15,-0.021497864010380306,0.01214081889738607,-1.770709553620705,0.0766298960749432,14587
COINBASE->BITGET,6,30,0.0070477409125906075,0.009054529604725439,0.7783663227422091,0.43636571607598484,14584
COINBASE->BYBITSPOT,1,5,0.005231364423888181,0.009189622098925513,0.5692687215614506,0.5691817060404065,16154
COINBASE->BYBITSPOT,3,15,0.028740430871040966,0.010763937670839545,2.6700666382434863,0.007591210088313982,16152
COINBASE->BYBITSPOT,6,30,-0.01802031932747981,0.011542595884363453,-1.5612016142652636,0.11849578584603893,16149
